Carrier	PolicyType	ID	SPriorIns	UPriorIns	NPriorIns	SDayLapse	UDayLapse	NDayLapse	SMaxShingle	UMaxShingle	NMaxShingle	SArchShingle	UArchShingle	NArchShingle	SMaxTile	UMaxTile	NMaxTile	SMaxMetal	UMaxMetal	NMaxMetal	SFlatRoofage	UFlatRoofage	NFlatRoofage	SFlatRoof	UFlatRoof	NFlatRoof	SAge4Point	UAge4Point	NAge4Point	Nplumbing	STrampoline	Utrampoline	NTrampoline	SPoolSlide	UPoolSlide	NPoolSlide	SWindowAC	UWindowAC	NWindowAC	SBars	UBars	Nbars	SBadDog	UBadDog	NBadDog	Sacres	Uacres	Nacres	SFarmAnimal	UFarmAnimal	NFarmAnimal	SSeasonalNon	USeasonalNon	NSeasonal	SRentalFreq	URentalFreq	MaxRenters	SSeasonalCon	USeasonalCon	SOwnerOcc	UOwnerOcc	NOwnerOcc	Nalarm	SGate	UGate	SAlarm	UAlarm	SPatrol	UPatrol	SManager	UManager	SNone	UNone	Sclaims	Uclaims	Nclaims	Swater	Uwater	Nwater	SCrawlspaceMat	UCrawlspacemat	NCrawlspace	SPiers	UPiers	NPiers	SBarrierIsland	UBarrierIsland	NBarrierIsland	SWindPool	UWindPool	NWindPool	SWiring	UWiring	Nwiring	SFederalPanel	UFederalPanel	NFederalPanel	SBankruptcy	UBankruptcy	NBankruptcy	STownhome	UTownhome	NTownhome	SPC9	UPC9	NPC9	SPC10	UPC10	NPC10	SLLC	ULLC	NLLCLiability	NLLCNamed	NLLCAdd	NLLC	UTrustLiability	NTrustLiability	UTrustAdd	NTrustAdd	UTrustNamed	Strust	UTrust	Ntrust	SForeclosureFull	SForeclosure4Point	SForeclosureNone	NForeclosureInfo	SForeclosure	UForeclosure	NForeclosure	SMinCovA	UMinCovA	NMinCovA	SMaxCovA	UMaxCovA	NMaxCovA	ClosedCounty
Federated	H03	11	FALSE	FALSE		9999	9999		20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval				100	100		50	9999	Federated pays for it at 30-49 (BUT insured supplies at 50+)	galvanized and PEX	FALSE	TRUE	"with fence and includes $25,000 for trampoline liability"	TRUE	TRUE		TRUE	TRUE		FALSE	TRUE	with approval	TRUE	TRUE		5	9999	No Limit of acres with pre-approval	TRUE	TRUE		3	3	3 consecutive months unoccupied is seasonal & if unoccupied for 3 months non consecutive is secondary	"Weekly, Monthly, Quarterly, Yearly"	"Weekly, Monthly, Quarterly, Yearly"	99	3	3	FALSE	FALSE		"alarm, gate, guard, or caretaker there 2 times a month"	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	2		FALSE	TRUE	"under $10,000 and only one in 10 years"	"hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"		"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	yes (open bankruptcy ok)	FALSE	FALSE		TRUE	TRUE		TRUE	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		TRUE		FALSE	FALSE	TRUE		FALSE	FALSE	TRUE	unless adding on full water cov. Since limited is included	TRUE	TRUE	unless adding on full water cov. Since limited is included	250000	150000	Non Tri County	3000000	3000000	"once you hit $600,000 and higher they must have monitored burglar and fire alarms)"	"Pasco, Hernando, Monroe"
Federated	H06	12	FALSE	FALSE		9999	9999		20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval				100	100		50	9999	Federated pays for it at 30-49 (BUT insured supplies at 50+)	galvanized and PEX	FALSE	TRUE	"with fence and includes $25,000 for trampoline liability"	TRUE	TRUE		TRUE	TRUE		FALSE	TRUE	with approval	TRUE	TRUE		5	9999	No Limit of acres with pre-approval	TRUE	TRUE		3	3	3 consecutive months unoccupied is seasonal & if unoccupied for 3 months non consecutive is secondary	"Quarterly, Yearly"	"Quarterly, Yearly"	4	3	3	TRUE	TRUE	allow quarterly rentals	"alarm, gate, guard, or caretaker there 2 times a month(renter can be caretaker)"	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	2		FALSE	TRUE	"under $10,000 and only one in 10 years"	"hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"		"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	yes (open bankruptcy ok)	FALSE	TRUE	must run RCE as a condo	TRUE	TRUE		TRUE	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE		TRUE		TRUE		FALSE	FALSE	TRUE		FALSE	FALSE	TRUE	unless adding on full water cov. Since limited is included	TRUE	TRUE	unless adding on full water cov. Since limited is included	75000	15000	Non Tri County	500000	500000		"Pasco, Hernando, Monroe"
Federated	DP3	13	TRUE	TRUE		45	45		20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval	20	9999	20 (over 20 years with roof certificate showing 5 years of life left and pre-approval				100	100		50	9999	Federated pays for it at 30-49 (BUT insured supplies at 50+)	galvanized and PEX	FALSE	TRUE	"with fence and includes $25,000 for trampoline liability"	TRUE	TRUE		TRUE	TRUE		FALSE	TRUE	with approval	TRUE	TRUE		5	9999	No Limit of acres with pre-approval	TRUE	TRUE		3	3	3 consecutive months unoccupied is seasonal & if unoccupied for 3 months non consecutive is secondary	"Weekly, Monthly, Quarterly, Yearly"	"Weekly, Monthly, Quarterly, Yearly"	52	3	3	TRUE	TRUE	allow weekly and monthly rentals	"alarm, gate, guard, or caretaker there 2 times a month(renter can be caretaker)"	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	2		FALSE	TRUE	"under $10,000 and only one in 10 years"	"hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"		"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	yes (open bankruptcy ok)	FALSE	FALSE		TRUE	TRUE		TRUE	TRUE		FALSE	TRUE	FALSE	TRUE	FALSE	LLC (as named insured and no liability but you can call to see if they can make an exception on liability depending on what kind of LLC)	TRUE		TRUE		FALSE	FALSE	TRUE		FALSE	FALSE	TRUE	unless adding on full water cov. Since limited is included	TRUE	TRUE	unless adding on full water cov. Since limited is included	250000	150000	Non Tri County	500000	500000		"Pasco, Hernando, Monroe"
Florida Peninsula Elite	H03	14	TRUE	TRUE		0	0		20	20		20	20		30	30		30	30		20	20		100	100		50	9999	FL Pen does on 4-pt on homes 21-49 (BUT insured has to supply one at 50+)		FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	with quick release	FALSE	FALSE		5	9999	No Limit of acres with pre-approval	TRUE	TRUE		12	3	3 or more consecutive months unoccupied * IF PRIMARY HOME IS IN FLORIDA IT MUST BE INSURED WITH FL PEN ALSO	"Weekly, Monthly, Quarterly, Yearly"	"Weekly, Monthly, Quarterly, Yearly"	99	12	3	FALSE	FALSE		alarm or a secured community (call to find out what secured means)	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	Only one Act of God	FALSE	FALSE		"hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"		"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	FALSE	TRUE	(system will let you know)	FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	FALSE		TRUE	TRUE		FALSE	FALSE		FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	replacement cost cannot be 75% more than purchase price/market value	TRUE	TRUE	rep cost cannot be substantially more than purchase price	175000	125000	Non Tri County	1000000	9999999	could get approval for highter than $1M	none
Florida Peninsula Preferred	H03	15	TRUE	TRUE		30	30		20	20		20	20		30	30		30	30		20	20		100	100		50	9999	FL Pen does on 4-pt on homes 21-49 (BUT insured has to supply one at 50+)		FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	with quick release	FALSE	FALSE		5	9999	No Limit of acres with pre-approval	TRUE	TRUE		12	3	3 or more consecutive months unoccupied * IF PRIMARY HOME IS IN FLORIDA IT MUST BE INSURED WITH FL PEN ALSO	"Weekly, Monthly, Quarterly, Yearly"	"Weekly, Monthly, Quarterly, Yearly"	99	12	3	FALSE	FALSE		alarm or a secured community (call to find out what secured means)	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	2	(INCLUDES Acts of God) *sinkhole loss can be approved	FALSE	FALSE		"hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"		"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	FALSE	TRUE	(system will let you know)	FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	FALSE		TRUE	TRUE		FALSE	FALSE		FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	replacement cost cannot be 75% more than purchase price/market value	TRUE	TRUE	rep cost cannot be substantially more than purchase price	175000	125000	Non Tri County	1000000	9999999	could get approval for highter than $1M	none
Flordia Peninsula Elite	H06	16	TRUE	TRUE		0	0		20	20		20	20		30	30		30	30		20	20		100	100		50	9999	FL Pen does on 4-pt on homes 21-49 (BUT insured has to supply one at 50+)		FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	with quick release	FALSE	FALSE		5	9999	No Limit of acres with pre-approval	TRUE	TRUE		12	3	3 or more consecutive months unoccupied * IF PRIMARY HOME IS IN FLORIDA IT MUST BE INSURED WITH FL PEN ALSO	Yearly	Yearly	1	12	3	TRUE	TRUE	only one tenant per year	Managed by a professional management firm that provides exterior maintenance and.or provides regularly scheduled inspection service.	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	(and only one Act of God)	FALSE	FALSE		"hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"		"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	FALSE	TRUE	(system will let you know)	FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	will need 4pt if 50+ and FLPen will do own 4pt at 21+	TRUE	TRUE		FALSE	FALSE		FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	replacement cost cannot be 75% more than purchase price/market value	TRUE	TRUE	rep cost cannot be substantially more than purchase price	30000	30000		300000	9999999	"could get approval for higher than $300,000"	none
Florida Peninsula Preferred	H06	17	TRUE	TRUE		30	30		20	20		20	20		30	30		30	30		20	20		100	100		50	9999	FL Pen does on 4-pt on homes 21-49 (BUT insured has to supply one at 50+)		FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	with quick release	FALSE	FALSE		5	9999	No Limit of acres with pre-approval	TRUE	TRUE		12	3	3 or more consecutive months unoccupied * IF PRIMARY HOME IS IN FLORIDA IT MUST BE INSURED WITH FL PEN ALSO	Yearly	Yearly	1	12	3	TRUE	TRUE	only one tenant per year	Managed by a professional management firm that provides exterior maintenance and.or provides regularly scheduled inspection service.	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0	2	(INCLUDES Acts of God) *sinkhole loss can be approved	FALSE	FALSE		"hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"	"wood or lattice (both with pre-approval), hardiboard, masonry"		"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	"wood, hardiboard, masonry (need to call to see if restrictions on any foundation material)"	FALSE	TRUE	(system will let you know)	FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	will need 4pt if 50+ and FLPen will do own 4pt at 21+	TRUE	TRUE		FALSE	FALSE		FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	(Revocable trust only and you must send FL Pen the trust documents for pre-approval)	FALSE	FALSE	TRUE	replacement cost cannot be 75% more than purchase price/market value	TRUE	TRUE	rep cost cannot be substantially more than purchase price	30000	30000		300000	9999999	"could get approval for higher than $300,000"	none
Gulfstream	H03	18	TRUE	TRUE		60	60		15	15		15	9999	15 (16+ with uw approval)	30	30		30	30		0	10		20	20	20% (if roof is 5 years old and newer) & 10% (if roof is older than 5 years)	70	9999	Gulfstream  provides own 4 pt once home is 30 years old up to 69 years old (BUT Insured must supply own 4 point for pre-approval at 70+ and Gulfstream will still do their own 4 point at 70+)	galvanized and PEX	FALSE	TRUE	requires net	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	with quick release	FALSE	FALSE		10	10		FALSE	TRUE	up to 3 saddle animals max	12	12	3 months consecutive	"Weekly, Monthly, Quarterly, Yearly"	"Weekly, Monthly, Quarterly, Yearly"	99	3	3	FALSE	FALSE		"alarm, gate, professionally managed, or overseen by neighbor"	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0	1	"1 (up to $10,000 and most claims at other locations are not held against them)"	TRUE	TRUE		"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"		masonry (home must be 2002 and newer)	masonry (home must be 2002 and newer)	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	TRUE	depending on where it is in home and with uw approval	TRUE	TRUE		TRUE	TRUE		TRUE	TRUE		TRUE	TRUE		FALSE	FALSE		FALSE	TRUE	FALSE	FALSE	FALSE	LLC (as additional insured with liability and Gulfstreamwill require LLC docs)	TRUE		TRUE		FALSE	FALSE	TRUE		FALSE	FALSE	TRUE	unless if vacant for 60+ days call for approval	FALSE	TRUE	unless if vacant for 60+ days call for approval	125000	125000		1000000	1250000	Over 1m Need UW Approval	Pasco
Gulfstream	H06	19	FALSE	FALSE		9999	9999		15	15		15	9999	15 (16+ with uw approval)	30	30		30	30		0	10		20	20	20% (if roof is 5 years old and newer) & 10% (if roof is older than 5 years)	9999	9999	Gulfstream  provides own 4 pt once home is 30 years old up to 69 years old (BUT Insured must supply own 4 point for pre-approval at 70+ and Gulfstream will still do their own 4 point at 70+)	galvanized and PEX	FALSE	TRUE	requires net	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	with quick release	FALSE	FALSE		10	10		FALSE	TRUE	up to 3 saddle animals max	12	12	3 months consecutive	"Quarterly, Yearly"	"Quarterly, Yearly"	4	3	3	TRUE	TRUE	will accept quarterly rentals	"alarm, gate, professionally managed, or overseen by neighbor"	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0	1	"1 (up to $10,000 and most claims at other locations are not held against them)"	TRUE	TRUE		"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"		masonry (home must be 2002 and newer)	masonry (home must be 2002 and newer)	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	TRUE	depending on where it is in home and with uw approval	TRUE	TRUE		TRUE	TRUE		FALSE	FALSE		TRUE	TRUE		FALSE	FALSE		FALSE	TRUE	FALSE	FALSE	FALSE	LLC (as additional insured with liability and Gulfstreamwill require LLC docs)	TRUE		TRUE		FALSE	FALSE	TRUE		FALSE	FALSE	TRUE	unless if vacant for 60+ days call for approval	FALSE	TRUE	unless if vacant for 60+ days call for approval	40000	40000		350000	350000		Pasco
Gulfstream	DP1	20	TRUE	TRUE		60	60		15	15		15	9999	15 (16+ with uw approval)	30	30		30	30		0	10		20	20	20% (if roof is 5 years old and newer) & 10% (if roof is older than 5 years)	70	9999	Gulfstream  provides own 4 pt once home is 30 years old up to 69 years old (BUT Insured must supply own 4 point for pre-approval at 70+ and Gulfstream will still do their own 4 point at 70+)	galvanized and PEX	FALSE	TRUE	requires net	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	with quick release	FALSE	FALSE		10	10		FALSE	TRUE	up to 3 saddle animals max	12	12	3 months consecutive	"Quarterly, Yearly"	"Quarterly, Yearly"	4	3	3	TRUE	TRUE	will do quarterly rentals & you will rate as tenant occupied & as a rental	"alarm, gate, professionally managed, or overseen by neighbor"	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0	1	"Cannot be over $10,000"	TRUE	TRUE		"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"		masonry (home must be 2002 and newer)	masonry (home must be 2002 and newer)	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	TRUE	depending on where it is in home and with uw approval	TRUE	TRUE		TRUE	TRUE		FALSE	FALSE		TRUE	TRUE		FALSE	FALSE		FALSE	TRUE	FALSE	FALSE	TRUE	LLC (as additional insured with liability and Gulfstreamwill require LLC docs)	TRUE	(must be owner occupied)	TRUE	(must be owner occupied)	FALSE	FALSE	TRUE	Must be owner occupied	FALSE	FALSE	TRUE	unless if vacant for 60+ days call for approval	FALSE	TRUE	unless if vacant for 60+ days call for approval	75000	75000		250000	250000		Pasco
Gulfstream	DP3	21	TRUE	TRUE		60	60		15	15		15	9999	15 (16+ with uw approval)	30	30		30	30		0	10		20	20	20% (if roof is 5 years old and newer) & 10% (if roof is older than 5 years)	70	9999	Gulfstream  provides own 4 pt once home is 30 years old up to 69 years old (BUT Insured must supply own 4 point for pre-approval at 70+ and Gulfstream will still do their own 4 point at 70+)	galvanized and PEX	FALSE	TRUE	requires net	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	with quick release	FALSE	FALSE		10	10		FALSE	TRUE	up to 3 saddle animals max	12	12	3 months consecutive	"Quarterly, Yearly"	"Quarterly, Yearly"	4	3	3	TRUE	TRUE	will do quarterly rentals & you will rate as tenant occupied & as a rental	"alarm, gate, professionally managed, or overseen by neighbor"	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0	1	"1 (up to $10,000 and most claims at other locations are not held against them)"	TRUE	TRUE		"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"		masonry (home must be 2002 and newer)	masonry (home must be 2002 and newer)	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	TRUE	depending on where it is in home and with uw approval	TRUE	TRUE		TRUE	TRUE		TRUE	TRUE		TRUE	TRUE		FALSE	FALSE		FALSE	TRUE	FALSE	FALSE	TRUE	LLC (as additional insured with liability and Gulfstreamwill require LLC docs)	TRUE	(must be owner occupied)	TRUE	(must be owner occupied)	FALSE	FALSE	TRUE	Must be owner occupied	FALSE	FALSE	TRUE	unless if vacant for 60+ days call for approval	FALSE	TRUE	unless if vacant for 60+ days call for approval	150000	150000		750000	750000		Pasco
Heritage	H03	22	FALSE	TRUE	Up to a year with UW Approval	365	365		15	15		15	20	15 (up to 20 years old with pre-approval)	30	30		40	40		15	15		20	20	20% and 15 years or newer	31	9999	insured supplies	PEX (Call for Approval)	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	call for approval	FALSE	TRUE	non quick release ok (call for approval)	FALSE	FALSE		5	5		FALSE	TRUE	with underwriting approval	3	3	3 months- does not have to be consecutive	"Weekly, Monthly, Quarterly, Yearly"	"Weekly, Monthly, Quarterly, Yearly"	99	3	3	FALSE	FALSE		alarm or gate	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	"(only one water, fire or theft up to $10,000)"	FALSE	TRUE	"up to $10,000"	masonry or hardiboard	masonry or hardiboard	masonry or hardiboard		call for approval	call for approval	FALSE	TRUE	call for approval	FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	call for approval	TRUE	TRUE		FALSE	TRUE	with pre-approval	FALSE	FALSE		FALSE	TRUE	FALSE	FALSE	TRUE	LLC (as additional insured & you will need to call to see if it includes liability)	TRUE		TRUE		FALSE	FALSE	TRUE		TRUE	TRUE	FALSE	(need 4 point also and pre-approval)	FALSE	TRUE	pre-home inspection & 4 pt both required	125000	125000	tri counties may vary	750000	1000000	"may go above $750,000 with approval in most counties but limits vary in Tri-County and Monroe"	none
Heritage	H06	23	FALSE	TRUE	"up to 1 year of no prior, but will need uw approval if over a 30 day lapse and it will not       include water damage coverage for the first year. Will also require a signed no-loss statement"	0	365	"with no water coverage for the first year, with a signed no loss statement and will take up to a year but will need UW approval if over a 30 day lapse"	15	15		15	20	15 (up to 20 years old with pre-approval)	30	30		40	40		15	15		0	100	"100% (if on top floor of a 2-5 story building or unit is a one-story, the roof must be 15 yrs or newer)"	41	9999	insured supplies	PEX (Call for Approval)	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	call for approval	FALSE	TRUE	non quick release ok (call for approval)	FALSE	FALSE		5	5		FALSE	TRUE	with underwriting approval	3	3	3 months- does not have to be consecutive	"Monthly, Quarterly, Yearly"	"Monthly, Quarterly, Yearly"	5	3	3	TRUE	TRUE	max of 5 different renters in one year and must rent a minimim of one month at a time	alarm or gate	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	"(only one water, fire or theft up to $10,000)"	FALSE	TRUE	"up to $10,000"	masonry or hardiboard	masonry or hardiboard	masonry or hardiboard		call for approval	call for approval	FALSE	TRUE	call for approval	FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	call for approval	FALSE	FALSE		FALSE	TRUE	with pre-approval	FALSE	FALSE		FALSE	TRUE	FALSE	FALSE	TRUE	LLC (as additional insured & you will need to call to see if it includes liability)	TRUE		TRUE		FALSE	FALSE	TRUE		TRUE	TRUE	FALSE	(need 4 point also and pre-approval)	FALSE	TRUE	pre-home inspection & 4 pt both required	25000	0	25k may vary in certain counties	150000	150000		none
Heritage	DP3	24	TRUE	TRUE		0	9999	30 (will need approval on any amount of lapse)	15	15		15	20	15 (up to 20 years old with pre-approval)	30	30		40	40		15	15		20	100	20% (roof must be 15 years or newer) or if it is 100% ( but will not have water damage coverage)	31	9999	insured supplies	PEX (Call for Approval)	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	call for approval	FALSE	TRUE	with quick release	FALSE	FALSE		5	5		FALSE	TRUE	with underwriting approval	3	3	3 months- does not have to be consecutive	"Weekly, Monthly, Quarterly, Yearly"	"Weekly, Monthly, Quarterly, Yearly"	99	3	3	FALSE	FALSE		alarm or gate	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	"(only one water, fire or theft up to $10,000)"	FALSE	TRUE	"up to $10,000"	masonry or hardiboard	masonry or hardiboard	masonry or hardiboard		call for approval	call for approval	FALSE	TRUE	call for approval	FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	call for approval	TRUE	TRUE		FALSE	TRUE	with pre-approval	FALSE	FALSE		FALSE	TRUE	FALSE	TRUE	FALSE	LLC (with no liability & you will need to call to see how to list the LLC)	FALSE		FALSE		TRUE	FALSE	TRUE		TRUE	TRUE	FALSE	(need 4 point also and pre-approval)	FALSE	TRUE	pre-home inspection & 4 pt both required	150000	150000		750000	1000000	May go above 750k with UW approval	none
Olympus	H03	25	TRUE	TRUE		89	9999	89 (with uw approval)	20	20		20	20		30	30		20	9999	20 (unless high grade metal)				10	10		51	9999	Olympus does own 4 point at 30-49 (BUT insured must supply own 4 point at 50+ for pre-approval)	PEX 2005+	FALSE	FALSE		FALSE	FALSE		FALSE	TRUE	heat cannot be window unit	FALSE	FALSE		FALSE	TRUE	german shepherd allowed	5	9999	No Limit of acres with pre-approval	TRUE	TRUE		4	4	4 months (consec for seasonal and non consec for secondary)	"Monthly, Quarterly, Yearly"	"Monthly, Quarterly, Yearly"	5	4	4	TRUE	TRUE	max of 5 different renters in one year and must rent a minimim of one month at a time		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	"no liab, fire, sinkhole"	TRUE	TRUE			"lattice, hardiboard, masonry"	"lattice, hardiboard, masonry"	masonry	masonry	masonry	TRUE	TRUE		FALSE	TRUE	(system will let you know)	FALSE	FALSE		FALSE	FALSE		TRUE	TRUE		FALSE	FALSE		TRUE	TRUE		FALSE	TRUE	with pre-approval	FALSE	TRUE	FALSE	FALSE	TRUE	LLC (as additional insured and no liability)	TRUE		TRUE		FALSE	FALSE	TRUE		FALSE	FALSE	TRUE		FALSE	FALSE		150000	150000	25k may vary in certain counties	1500000	2000000	you can go above $1.5M with uw approval	Hernando
